b'Name of the Restaurants',Country code,City,Day of week,Start time hour,Start time minute,End time hour,End time minute
b'90 Miles Cuban Caf\xc3\xa9',US,Chicago,0,10,0,22,0
b'90 Miles Cuban Caf\xc3\xa9',US,Chicago,1,10,0,22,0
b'90 Miles Cuban Caf\xc3\xa9',US,Chicago,2,10,0,22,0
b'90 Miles Cuban Caf\xc3\xa9',US,Chicago,3,10,0,22,0
b'90 Miles Cuban Caf\xc3\xa9',US,Chicago,4,10,0,23,0
b'90 Miles Cuban Caf\xc3\xa9',US,Chicago,5,10,0,23,0
b'90 Miles Cuban Caf\xc3\xa9',US,Chicago,6,10,0,22,0
b'90 Secondi',AU,Melbourne,0,7,30,17,0
b'90 Secondi',AU,Melbourne,1,7,30,17,0
b'90 Secondi',AU,Melbourne,2,7,30,17,0
b'90 Secondi',AU,Melbourne,3,7,30,0,0
b'90 Secondi',AU,Melbourne,4,7,30,0,0
b'90 Secondi',AU,Melbourne,5,18,0,0,0
b'A 2nd Cup',US,Houston,0,7,0,22,0
b'A 2nd Cup',US,Houston,1,7,0,22,0
b'A 2nd Cup',US,Houston,2,7,0,22,0
b'A 2nd Cup',US,Houston,3,7,0,22,0
b'A 2nd Cup',US,Houston,4,7,0,22,0
b'A 2nd Cup',US,Houston,5,7,0,22,0
b'A 2nd Cup',US,Houston,6,7,0,17,0
b'A Baked Joint',US,Washington,0,7,0,20,0
b'A Baked Joint',US,Washington,1,7,0,21,0
b'A Baked Joint',US,Washington,2,7,0,20,0
b'A Baked Joint',US,Washington,3,7,0,20,0
b'A Baked Joint',US,Washington,4,7,0,21,0
b'A Baked Joint',US,Washington,5,8,0,20,0
b'A Baked Joint',US,Washington,6,8,0,20,0
b'A Bite of Wyoming',US,San Jose,0,5,30,14,0
b'A Bite of Wyoming',US,San Jose,1,5,30,14,0
b'A Bite of Wyoming',US,San Jose,2,5,30,14,0
b'A Bite of Wyoming',US,San Jose,3,5,30,14,0
b'A Bite of Wyoming',US,San Jose,4,5,30,14,0
b'A Bite of Wyoming',US,San Jose,5,6,0,14,0
b'A Bite of Wyoming',US,San Jose,6,7,0,14,0
b'A Fish Called Inglewood',AU,Inglewood,1,17,0,0,0
b'A Fish Called Inglewood',AU,Inglewood,2,17,0,0,0
b'A Fish Called Inglewood',AU,Inglewood,3,17,0,0,0
b'A Fish Called Inglewood',AU,Inglewood,4,17,0,0,0
b'A Fish Called Inglewood',AU,Inglewood,5,17,0,0,0
b'A Fish Called Inglewood',AU,Inglewood,6,17,0,0,0
b'A Slice of New York',US,San Jose,1,11,0,0,0
b'A Slice of New York',US,San Jose,2,11,0,0,0
b'A Slice of New York',US,San Jose,3,11,0,0,0
b'A Slice of New York',US,San Jose,4,11,0,0,0
b'A Slice of New York',US,San Jose,5,11,0,0,0
b'A Slice of New York',US,San Jose,6,12,30,0,0
b'A25',AU,Melbourne,0,7,30,22,0
b'A25',AU,Melbourne,1,7,30,22,0
b'A25',AU,Melbourne,2,7,30,22,0
b'A25',AU,Melbourne,3,7,30,22,0
b'A25',AU,Melbourne,4,7,30,22,0
b'A25',AU,Melbourne,5,7,30,22,0
b'Aamaya Indian Restaurant',AU,Brisbane,0,11,0,21,30
b'Aamaya Indian Restaurant',AU,Brisbane,1,11,0,14,30
b'Aamaya Indian Restaurant',AU,Brisbane,1,17,0,21,30
b'Aamaya Indian Restaurant',AU,Brisbane,2,11,0,14,30
b'Aamaya Indian Restaurant',AU,Brisbane,2,17,0,21,30
b'Aamaya Indian Restaurant',AU,Brisbane,3,11,0,14,30
b'Aamaya Indian Restaurant',AU,Brisbane,3,17,0,21,30
b'Aamaya Indian Restaurant',AU,Brisbane,4,11,0,14,30
b'Aamaya Indian Restaurant',AU,Brisbane,4,17,0,21,30
b'Aamaya Indian Restaurant',AU,Brisbane,5,11,0,21,30
b'Aamaya Indian Restaurant',AU,Brisbane,6,11,0,21,30
b'Abb Air',AU,Sydney,0,11,0,1,0
b'Abb Air',AU,Sydney,1,11,0,1,0
b'Abb Air',AU,Sydney,2,11,0,1,0
b'Abb Air',AU,Sydney,3,11,0,1,0
b'Abb Air',AU,Sydney,4,11,0,1,0
b'Abb Air',AU,Sydney,5,11,0,1,0
b'Abb Air',AU,Sydney,6,11,0,1,0
b'Abby Lane Food & Spirits',US,Boston,0,11,30,2,0
b'Abby Lane Food & Spirits',US,Boston,1,11,30,2,0
b'Abby Lane Food & Spirits',US,Boston,2,11,30,2,0
b'Abby Lane Food & Spirits',US,Boston,3,11,30,2,0
b'Abby Lane Food & Spirits',US,Boston,4,11,30,2,0
b'Abby Lane Food & Spirits',US,Boston,5,11,30,2,0
b'Abby Lane Food & Spirits',US,Boston,6,11,30,2,0
b'ABC Kitchen',US,New York,0,12,0,15,0
b'ABC Kitchen',US,New York,0,17,30,22,30
b'ABC Kitchen',US,New York,1,12,0,15,0
b'ABC Kitchen',US,New York,1,17,30,22,30
b'ABC Kitchen',US,New York,2,12,0,15,0
b'ABC Kitchen',US,New York,2,17,30,22,30
b'ABC Kitchen',US,New York,3,12,0,15,0
b'ABC Kitchen',US,New York,3,17,30,23,0
b'ABC Kitchen',US,New York,4,12,0,15,0
b'ABC Kitchen',US,New York,4,17,30,23,30
b'ABC Kitchen',US,New York,5,11,0,15,0
b'ABC Kitchen',US,New York,5,17,30,23,30
b'ABC Kitchen',US,New York,6,11,0,15,0
b'ABC Kitchen',US,New York,6,17,30,22,0
"b""Abe & Louie's""",US,Boston,0,11,30,23,0
"b""Abe & Louie's""",US,Boston,1,11,30,23,0
"b""Abe & Louie's""",US,Boston,2,11,30,23,0
"b""Abe & Louie's""",US,Boston,3,11,30,23,0
"b""Abe & Louie's""",US,Boston,4,11,30,0,0
"b""Abe & Louie's""",US,Boston,5,11,0,0,0
"b""Abe & Louie's""",US,Boston,6,11,0,23,0
b'Abeno Too',GB,London,0,12,0,23,0
b'Abeno Too',GB,London,1,12,0,23,0
b'Abeno Too',GB,London,2,12,0,23,0
b'Abeno Too',GB,London,3,12,0,23,0
b'Abeno Too',GB,London,4,12,0,23,0
b'Abeno Too',GB,London,5,12,0,23,0
b'Abeno Too',GB,London,6,12,0,22,0
b'Aboil Cafe',US,Washington,0,8,0,11,0
b'Aboil Cafe',US,Washington,1,8,0,13,0
b'Aboil Cafe',US,Washington,2,8,0,13,0
b'Aboil Cafe',US,Washington,3,8,0,13,0
b'Aboil Cafe',US,Washington,4,8,0,13,0
b'Aboil Cafe',US,Washington,5,9,0,13,0
b'Aboil Cafe',US,Washington,6,10,0,13,0
b'Abu Zaad',GB,London,0,9,0,23,0
b'Abu Zaad',GB,London,1,9,0,23,0
b'Abu Zaad',GB,London,2,9,0,23,0
b'Abu Zaad',GB,London,3,9,0,23,0
b'Abu Zaad',GB,London,4,9,0,23,0
b'Abu Zaad',GB,London,5,9,0,23,0
b'Abu Zaad',GB,London,6,9,0,23,0
"b""Abuela's Tacos""",US,Las Vegas,0,9,0,20,0
"b""Abuela's Tacos""",US,Las Vegas,1,9,0,20,0
"b""Abuela's Tacos""",US,Las Vegas,2,9,0,20,0
"b""Abuela's Tacos""",US,Las Vegas,3,9,0,20,0
"b""Abuela's Tacos""",US,Las Vegas,4,9,0,21,0
"b""Abuela's Tacos""",US,Las Vegas,5,9,0,21,0
"b""Abuela's Tacos""",US,Las Vegas,6,9,0,19,0
b'Acero',US,Denver,0,15,0,22,0
b'Acero',US,Denver,1,15,0,22,0
b'Acero',US,Denver,2,15,0,22,0
b'Acero',US,Denver,3,15,0,22,0
b'Acero',US,Denver,4,15,0,22,0
b'Acero',US,Denver,5,11,0,22,0
b'Acero',US,Denver,6,11,0,22,0
b'ACMI Cafe & Bar',AU,Melbourne,0,8,30,0,0
b'ACMI Cafe & Bar',AU,Melbourne,1,8,30,0,0
b'ACMI Cafe & Bar',AU,Melbourne,2,8,30,0,0
b'ACMI Cafe & Bar',AU,Melbourne,3,8,30,0,0
b'ACMI Cafe & Bar',AU,Melbourne,4,8,30,0,0
b'ACMI Cafe & Bar',AU,Melbourne,5,9,30,0,0
b'ACMI Cafe & Bar',AU,Melbourne,6,10,0,0,0
b'Ad Lib',GB,Glasgow,0,11,0,0,0
b'Ad Lib',GB,Glasgow,1,11,0,0,0
b'Ad Lib',GB,Glasgow,2,11,0,0,0
b'Ad Lib',GB,Glasgow,3,11,0,0,0
b'Ad Lib',GB,Glasgow,4,11,0,2,0
b'Ad Lib',GB,Glasgow,5,11,0,2,0
b'Ad Lib',GB,Glasgow,6,11,0,2,0
b'Adair Kitchen',US,Houston,0,7,0,22,0
b'Adair Kitchen',US,Houston,1,7,0,22,0
b'Adair Kitchen',US,Houston,2,7,0,22,0
b'Adair Kitchen',US,Houston,3,7,0,22,0
b'Adair Kitchen',US,Houston,4,7,0,22,0
b'Adair Kitchen',US,Houston,5,8,0,22,0
b'Adair Kitchen',US,Houston,6,8,0,21,0
"b""Addie's Thai Cafe""",GB,London,0,12,0,15,0
"b""Addie's Thai Cafe""",GB,London,0,18,0,23,0
"b""Addie's Thai Cafe""",GB,London,1,12,0,15,0
"b""Addie's Thai Cafe""",GB,London,1,18,0,23,0
"b""Addie's Thai Cafe""",GB,London,2,12,0,15,0
"b""Addie's Thai Cafe""",GB,London,2,18,0,23,0
"b""Addie's Thai Cafe""",GB,London,3,12,0,15,0
"b""Addie's Thai Cafe""",GB,London,3,18,0,23,0
"b""Addie's Thai Cafe""",GB,London,4,12,0,15,0
"b""Addie's Thai Cafe""",GB,London,4,18,0,23,0
"b""Addie's Thai Cafe""",GB,London,5,18,0,23,0
"b""Addie's Thai Cafe""",GB,London,6,18,0,22,30
"b""Adela's Italian""",US,Phoenix,0,11,0,21,0
"b""Adela's Italian""",US,Phoenix,1,11,0,21,0
"b""Adela's Italian""",US,Phoenix,2,11,0,21,0
"b""Adela's Italian""",US,Phoenix,3,11,0,21,0
"b""Adela's Italian""",US,Phoenix,4,11,0,22,0
"b""Adela's Italian""",US,Phoenix,5,14,0,22,0
"b""Adela's Italian""",US,Phoenix,6,14,0,21,0
b'Adelitas Cocina y Cantina',US,Denver,0,11,0,22,0
b'Adelitas Cocina y Cantina',US,Denver,1,11,0,23,0
b'Adelitas Cocina y Cantina',US,Denver,2,11,0,23,0
b'Adelitas Cocina y Cantina',US,Denver,3,11,0,23,0
b'Adelitas Cocina y Cantina',US,Denver,4,11,0,23,0
b'Adelitas Cocina y Cantina',US,Denver,5,10,0,23,0
b'Adelitas Cocina y Cantina',US,Denver,6,10,0,22,0
"b""Adelita's Taqueria""",US,San Jose,0,9,0,21,30
"b""Adelita's Taqueria""",US,San Jose,1,9,0,21,30
"b""Adelita's Taqueria""",US,San Jose,2,9,0,21,30
"b""Adelita's Taqueria""",US,San Jose,3,9,0,21,30
"b""Adelita's Taqueria""",US,San Jose,4,9,0,22,0
"b""Adelita's Taqueria""",US,San Jose,5,9,0,22,0
"b""Adelita's Taqueria""",US,San Jose,6,9,0,21,30
b'Adelphi Grill',AU,Perth,0,11,30,21,30
b'Adelphi Grill',AU,Perth,1,11,30,21,30
b'Adelphi Grill',AU,Perth,2,11,30,21,30
b'Adelphi Grill',AU,Perth,3,11,30,21,30
b'Adelphi Grill',AU,Perth,4,11,30,21,30
b'Adelphi Grill',AU,Perth,5,11,30,21,30
b'Adelphi Grill',AU,Perth,6,11,30,21,30
b'Admiral Codrington',GB,London,0,11,30,23,0
b'Admiral Codrington',GB,London,1,11,30,23,0
b'Admiral Codrington',GB,London,2,11,30,0,0
b'Admiral Codrington',GB,London,3,11,30,0,0
b'Admiral Codrington',GB,London,4,11,30,1,0
b'Admiral Codrington',GB,London,5,11,30,1,0
b'Admiral Codrington',GB,London,6,12,0,22,30
b'Adobo Dragon',US,Phoenix,0,11,0,21,0
b'Adobo Dragon',US,Phoenix,1,11,0,21,0
b'Adobo Dragon',US,Phoenix,2,11,0,21,0
b'Adobo Dragon',US,Phoenix,3,11,0,21,0
b'Adobo Dragon',US,Phoenix,4,11,0,22,0
b'Adobo Dragon',US,Phoenix,5,11,0,22,0
b'Adobo Dragon',US,Phoenix,6,11,0,20,0
b'Aero Cafe & Bar',AU,Sydney,0,8,0,23,0
b'Aero Cafe & Bar',AU,Sydney,1,8,0,23,0
b'Aero Cafe & Bar',AU,Sydney,2,8,0,23,0
b'Aero Cafe & Bar',AU,Sydney,3,8,0,23,0
b'Aero Cafe & Bar',AU,Sydney,4,8,0,23,0
b'Aero Cafe & Bar',AU,Sydney,5,10,0,23,0
b'Aero Cafe & Bar',AU,Sydney,6,10,0,22,0
b'Affogato',AU,Melbourne,0,7,0,15,30
b'Affogato',AU,Melbourne,2,7,0,15,30
b'Affogato',AU,Melbourne,3,7,0,15,30
b'Affogato',AU,Melbourne,4,7,0,15,30
b'Affogato',AU,Melbourne,5,7,30,16,0
b'Affogato',AU,Melbourne,6,7,30,16,0
b'Afghan Express',US,Houston,0,11,30,23,0
b'Afghan Express',US,Houston,1,11,0,23,0
b'Afghan Express',US,Houston,2,11,0,22,0
b'Afghan Express',US,Houston,3,11,0,23,0
b'Afghan Express',US,Houston,4,11,0,23,0
b'Afghan Express',US,Houston,5,11,0,23,0
b'Afghan Express',US,Houston,6,11,0,22,0
b'Agave Mexican Grill',US,San Jose,0,10,0,21,0
b'Agave Mexican Grill',US,San Jose,1,10,0,21,0
b'Agave Mexican Grill',US,San Jose,2,10,0,21,0
b'Agave Mexican Grill',US,San Jose,3,10,0,21,0
b'Agave Mexican Grill',US,San Jose,4,10,0,20,0
b'Agave Mexican Grill',US,San Jose,5,10,0,21,0
b'Agave Mexican Grill',US,San Jose,6,10,0,19,0
"b""Agha's Gyro Express""",US,San Jose,0,11,0,18,0
"b""Agha's Gyro Express""",US,San Jose,1,11,0,18,0
"b""Agha's Gyro Express""",US,San Jose,2,11,0,18,0
"b""Agha's Gyro Express""",US,San Jose,3,11,0,18,0
"b""Agha's Gyro Express""",US,San Jose,4,11,0,18,0
b'AikoPops',US,Denver,0,11,0,18,0
b'AikoPops',US,Denver,1,11,0,18,0
b'AikoPops',US,Denver,2,11,0,18,0
b'AikoPops',US,Denver,3,11,0,18,0
b'AikoPops',US,Denver,4,11,0,18,0
b'AikoPops',US,Denver,5,11,0,18,0
b'AikoPops',US,Denver,6,11,0,18,0
b'Aim Thai Restaurant',US,Houston,1,10,0,20,0
b'Aim Thai Restaurant',US,Houston,2,10,0,20,0
b'Aim Thai Restaurant',US,Houston,3,10,0,20,0
b'Aim Thai Restaurant',US,Houston,4,10,0,20,0
b'Aim Thai Restaurant',US,Houston,5,10,0,20,0
b'Aim Thai Restaurant',US,Houston,6,10,0,20,0
b'Aisuru Sushi',AU,Perth,0,12,0,14,30
b'Aisuru Sushi',AU,Perth,0,18,0,21,30
b'Aisuru Sushi',AU,Perth,1,12,0,14,30
b'Aisuru Sushi',AU,Perth,1,18,0,21,30
b'Aisuru Sushi',AU,Perth,2,12,0,14,30
b'Aisuru Sushi',AU,Perth,2,18,0,21,30
b'Aisuru Sushi',AU,Perth,3,12,0,14,30
b'Aisuru Sushi',AU,Perth,3,18,0,21,30
b'Aisuru Sushi',AU,Perth,4,12,0,14,30
b'Aisuru Sushi',AU,Perth,4,18,0,22,0
b'Aisuru Sushi',AU,Perth,5,12,0,15,0
b'Aisuru Sushi',AU,Perth,5,18,0,22,0
b'Aisuru Sushi',AU,Perth,6,12,0,15,0
b'Aisuru Sushi',AU,Perth,6,18,0,21,30
b'Aita',US,Brooklyn,0,17,0,22,30
b'Aita',US,Brooklyn,1,11,0,22,30
b'Aita',US,Brooklyn,2,11,0,22,30
b'Aita',US,Brooklyn,3,11,0,22,30
b'Aita',US,Brooklyn,4,11,0,23,0
b'Aita',US,Brooklyn,5,11,0,23,0
b'Aita',US,Brooklyn,6,11,0,22,15
b'Aix Caf\xc3\xa9 Creperie Salon',AU,Melbourne,0,6,0,17,0
b'Aix Caf\xc3\xa9 Creperie Salon',AU,Melbourne,1,6,0,17,0
b'Aix Caf\xc3\xa9 Creperie Salon',AU,Melbourne,2,6,0,17,0
b'Aix Caf\xc3\xa9 Creperie Salon',AU,Melbourne,3,6,0,17,0
b'Aix Caf\xc3\xa9 Creperie Salon',AU,Melbourne,4,6,0,17,0
b'Aix Caf\xc3\xa9 Creperie Salon',AU,Melbourne,5,6,0,17,0
b'Aix Caf\xc3\xa9 Creperie Salon',AU,Melbourne,6,8,0,16,0
b'AJ Vietnamese Noodle House',AU,Brisbane,0,11,0,21,0
b'AJ Vietnamese Noodle House',AU,Brisbane,1,11,0,21,0
b'AJ Vietnamese Noodle House',AU,Brisbane,2,11,0,21,0
b'AJ Vietnamese Noodle House',AU,Brisbane,3,11,0,21,0
b'AJ Vietnamese Noodle House',AU,Brisbane,4,11,0,21,0
b'AJ Vietnamese Noodle House',AU,Brisbane,5,11,0,21,0
b'Ajisen Ramen',AU,Melbourne,0,11,30,21,0
b'Ajisen Ramen',AU,Melbourne,1,11,30,21,0
b'Ajisen Ramen',AU,Melbourne,2,11,30,21,0
b'Ajisen Ramen',AU,Melbourne,3,11,30,21,0
b'Ajisen Ramen',AU,Melbourne,4,11,30,22,0
b'Ajisen Ramen',AU,Melbourne,5,11,30,21,30
b'Ajisen Ramen',AU,Melbourne,6,11,30,21,0
b'Ajisen Ramen',AU,Melbourne,0,12,0,21,30
b'Ajisen Ramen',AU,Melbourne,1,12,0,21,30
b'Ajisen Ramen',AU,Melbourne,2,12,0,21,30
b'Ajisen Ramen',AU,Melbourne,3,12,0,21,30
b'Ajisen Ramen',AU,Melbourne,4,12,0,22,30
b'Ajisen Ramen',AU,Melbourne,5,12,0,21,30
b'Ajisen Ramen',AU,Melbourne,6,12,0,21,30
b'Akaneya Japanese Restaurant',AU,Sydney,0,11,30,21,0
b'Akaneya Japanese Restaurant',AU,Sydney,1,11,30,21,0
b'Akaneya Japanese Restaurant',AU,Sydney,2,11,30,21,0
b'Akaneya Japanese Restaurant',AU,Sydney,3,11,30,21,0
b'Akaneya Japanese Restaurant',AU,Sydney,4,11,30,21,0
b'Akaneya Japanese Restaurant',AU,Sydney,5,17,30,21,0
b'Akari',GB,London,1,17,0,23,0
b'Akari',GB,London,2,17,0,23,0
b'Akari',GB,London,3,17,0,23,0
b'Akari',GB,London,4,17,0,23,0
b'Akari',GB,London,5,12,0,23,0
b'Akari',GB,London,6,12,0,22,30
"b""Akbar's""",GB,Glasgow,0,17,0,0,0
"b""Akbar's""",GB,Glasgow,1,17,0,0,0
"b""Akbar's""",GB,Glasgow,2,17,0,0,0
"b""Akbar's""",GB,Glasgow,3,17,0,0,0
"b""Akbar's""",GB,Glasgow,4,16,30,0,30
"b""Akbar's""",GB,Glasgow,5,16,30,0,30
"b""Akbar's""",GB,Glasgow,6,14,0,23,0
"b""AK's Takeout & Delivery""",US,Boston,0,10,0,23,0
"b""AK's Takeout & Delivery""",US,Boston,1,10,0,23,0
"b""AK's Takeout & Delivery""",US,Boston,2,10,0,23,0
"b""AK's Takeout & Delivery""",US,Boston,3,10,0,23,0
"b""AK's Takeout & Delivery""",US,Boston,4,10,0,23,0
"b""AK's Takeout & Delivery""",US,Boston,5,10,0,23,0
"b""AK's Takeout & Delivery""",US,Boston,6,10,0,23,0
b'Al Arez',GB,London,0,10,0,23,30
b'Al Arez',GB,London,1,10,0,23,30
b'Al Arez',GB,London,2,10,0,23,30
b'Al Arez',GB,London,3,10,0,23,30
b'Al Arez',GB,London,4,10,0,23,30
b'Al Arez',GB,London,5,10,0,23,30
b'Al Arez',GB,London,6,10,0,23,30
b'Al Aseel Grill & Caf\xc3\xa9',US,Houston,0,11,0,0,0
b'Al Aseel Grill & Caf\xc3\xa9',US,Houston,1,11,0,0,0
b'Al Aseel Grill & Caf\xc3\xa9',US,Houston,2,11,0,0,0
b'Al Aseel Grill & Caf\xc3\xa9',US,Houston,3,11,0,0,0
b'Al Aseel Grill & Caf\xc3\xa9',US,Houston,4,11,0,0,0
b'Al Aseel Grill & Caf\xc3\xa9',US,Houston,5,11,0,0,0
b'Al Aseel Grill & Caf\xc3\xa9',US,Houston,6,11,0,0,0
b'Al Basha Subs',US,Detroit,0,10,0,22,0
b'Al Basha Subs',US,Detroit,1,10,0,22,0
b'Al Basha Subs',US,Detroit,2,10,0,22,0
b'Al Basha Subs',US,Detroit,3,10,0,22,0
b'Al Basha Subs',US,Detroit,4,10,0,22,0
b'Al Basha Subs',US,Detroit,5,12,0,17,0
b'Al Dente',GB,Glasgow,0,17,0,22,30
b'Al Dente',GB,Glasgow,1,11,30,22,30
b'Al Dente',GB,Glasgow,2,11,30,22,30
b'Al Dente',GB,Glasgow,3,11,30,22,30
b'Al Dente',GB,Glasgow,4,11,30,22,30
b'Al Dente',GB,Glasgow,5,17,0,22,30
b'Al Dente',GB,Glasgow,6,17,0,22,30
b'Al Dente Restaurant',US,Boston,0,11,30,22,0
b'Al Dente Restaurant',US,Boston,1,11,30,22,0
b'Al Dente Restaurant',US,Boston,2,11,30,22,0
b'Al Dente Restaurant',US,Boston,3,11,30,22,0
b'Al Dente Restaurant',US,Boston,4,11,30,23,0
b'Al Dente Restaurant',US,Boston,5,11,30,23,0
b'Al Dente Restaurant',US,Boston,6,11,30,22,0
b'Aladdin Mediterranean Cuisine',US,Houston,0,10,30,22,0
b'Aladdin Mediterranean Cuisine',US,Houston,1,10,30,22,0
b'Aladdin Mediterranean Cuisine',US,Houston,2,10,30,22,0
b'Aladdin Mediterranean Cuisine',US,Houston,3,10,30,22,0
b'Aladdin Mediterranean Cuisine',US,Houston,4,10,30,22,0
b'Aladdin Mediterranean Cuisine',US,Houston,5,11,0,22,0
b'Aladdin Mediterranean Cuisine',US,Houston,6,11,0,21,0
b'Alameda',US,Brooklyn,0,17,0,0,0
b'Alameda',US,Brooklyn,1,17,0,0,0
b'Alameda',US,Brooklyn,2,17,0,0,0
b'Alameda',US,Brooklyn,3,17,0,0,0
b'Alameda',US,Brooklyn,4,17,0,2,0
b'Alameda',US,Brooklyn,5,17,0,2,0
b'Alameda',US,Brooklyn,6,13,0,0,0
b'Albert Park Cafe',NZ,Auckland,0,7,0,16,0
b'Albert Park Cafe',NZ,Auckland,1,7,0,17,0
b'Albert Park Cafe',NZ,Auckland,2,7,0,16,0
b'Albert Park Cafe',NZ,Auckland,3,7,0,16,0
b'Albert Park Cafe',NZ,Auckland,4,7,0,16,0
b'Albert Park Cafe',NZ,Auckland,5,7,0,16,0
b'Albertini',GB,London,0,7,0,22,0
b'Albertini',GB,London,1,7,0,22,0
b'Albertini',GB,London,2,7,0,22,0
b'Albertini',GB,London,3,7,0,22,0
b'Albertini',GB,London,4,7,0,22,0
b'Albertini',GB,London,5,7,0,15,0
b'Alchemy',GB,London,0,7,0,17,0
b'Alchemy',GB,London,1,7,0,17,0
b'Alchemy',GB,London,2,7,0,17,0
b'Alchemy',GB,London,3,7,0,17,0
b'Alchemy',GB,London,4,7,0,17,0
b'Alder & Birch Cocktails/Dining',US,Las Vegas,0,16,0,22,0
b'Alder & Birch Cocktails/Dining',US,Las Vegas,1,16,0,22,0
b'Alder & Birch Cocktails/Dining',US,Las Vegas,2,16,0,22,0
b'Alder & Birch Cocktails/Dining',US,Las Vegas,3,16,0,22,0
b'Alder & Birch Cocktails/Dining',US,Las Vegas,4,16,0,23,0
b'Alder & Birch Cocktails/Dining',US,Las Vegas,5,16,0,23,0
b'Alder & Birch Cocktails/Dining',US,Las Vegas,6,16,0,22,0
"b""Ale House At Amato's""",US,Denver,0,11,0,0,0
"b""Ale House At Amato's""",US,Denver,1,11,0,0,0
"b""Ale House At Amato's""",US,Denver,2,11,0,0,0
"b""Ale House At Amato's""",US,Denver,3,11,0,0,0
"b""Ale House At Amato's""",US,Denver,4,11,0,2,0
"b""Ale House At Amato's""",US,Denver,5,11,0,2,0
"b""Ale House At Amato's""",US,Denver,6,11,0,0,0
b'Alexanders',GB,Liverpool,0,7,30,16,0
b'Alexanders',GB,Liverpool,1,7,30,16,0
b'Alexanders',GB,Liverpool,2,7,30,16,0
b'Alexanders',GB,Liverpool,3,7,30,16,0
b'Alexanders',GB,Liverpool,4,7,30,16,0
b'Alfa Piehouse',US,Washington,0,7,0,18,0
b'Alfa Piehouse',US,Washington,1,7,0,18,0
b'Alfa Piehouse',US,Washington,2,7,0,18,0
b'Alfa Piehouse',US,Washington,3,7,0,18,0
b'Alfa Piehouse',US,Washington,4,7,0,18,0
b'Alfa Piehouse',US,Washington,5,10,0,16,0
b'Alfredo Authentic Italian Restaurant',AU,Sydney,0,12,0,15,0
b'Alfredo Authentic Italian Restaurant',AU,Sydney,0,18,0,22,0
b'Alfredo Authentic Italian Restaurant',AU,Sydney,1,12,0,15,0
b'Alfredo Authentic Italian Restaurant',AU,Sydney,1,18,0,22,0
b'Alfredo Authentic Italian Restaurant',AU,Sydney,2,12,0,15,0
b'Alfredo Authentic Italian Restaurant',AU,Sydney,2,18,0,22,0
b'Alfredo Authentic Italian Restaurant',AU,Sydney,3,12,0,15,0
b'Alfredo Authentic Italian Restaurant',AU,Sydney,3,18,0,22,0
b'Alfredo Authentic Italian Restaurant',AU,Sydney,4,12,0,15,0
b'Alfredo Authentic Italian Restaurant',AU,Sydney,4,18,0,22,0
b'Alfredo Authentic Italian Restaurant',AU,Sydney,5,18,0,22,0
"b""Alfred's Pizzeria""",AU,Perth,0,15,0,0,0
"b""Alfred's Pizzeria""",AU,Perth,1,15,0,0,0
"b""Alfred's Pizzeria""",AU,Perth,2,15,0,0,0
"b""Alfred's Pizzeria""",AU,Perth,3,15,0,0,0
"b""Alfred's Pizzeria""",AU,Perth,4,15,0,0,0
"b""Alfred's Pizzeria""",AU,Perth,5,15,0,0,0
"b""Alfred's Pizzeria""",AU,Perth,6,15,0,0,0
b'Ali Baba',US,Boston,0,11,0,22,0
b'Ali Baba',US,Boston,1,11,0,22,0
b'Ali Baba',US,Boston,2,11,0,22,0
b'Ali Baba',US,Boston,3,11,0,2,45
b'Ali Baba',US,Boston,4,11,0,3,0
b'Ali Baba',US,Boston,5,11,0,3,0
b'Ali Baba',US,Boston,6,11,0,22,0
"b""Alice's Makan""",AU,Sydney,0,9,30,19,0
"b""Alice's Makan""",AU,Sydney,1,9,30,19,0
"b""Alice's Makan""",AU,Sydney,2,9,30,19,0
"b""Alice's Makan""",AU,Sydney,3,9,30,19,0
"b""Alice's Makan""",AU,Sydney,4,9,30,19,0
b'Alicia Fusion Bistro',US,Seattle,0,12,0,23,0
b'Alicia Fusion Bistro',US,Seattle,1,12,0,23,0
b'Alicia Fusion Bistro',US,Seattle,2,12,0,23,0
b'Alicia Fusion Bistro',US,Seattle,3,12,0,0,0
b'Alicia Fusion Bistro',US,Seattle,4,12,0,0,0
b'Alicia Fusion Bistro',US,Seattle,5,12,0,0,0
b'Alicia Fusion Bistro',US,Seattle,6,12,0,23,0
b'Aliment',AU,Perth,0,7,0,15,30
b'Aliment',AU,Perth,1,7,0,15,30
b'Aliment',AU,Perth,2,7,0,15,30
b'Aliment',AU,Perth,3,7,0,15,30
b'Aliment',AU,Perth,4,7,0,15,30
b'Aliment',AU,Perth,5,7,0,14,0
b'Aliment',AU,Perth,6,8,0,13,0
b'Alinea',US,Chicago,2,17,0,18,30
b'Alinea',US,Chicago,2,20,0,21,30
b'Alinea',US,Chicago,3,17,0,18,30
b'Alinea',US,Chicago,3,20,0,21,30
b'Alinea',US,Chicago,4,20,0,21,30
b'Alinea',US,Chicago,5,17,0,18,30
b'Alinea',US,Chicago,5,20,0,21,30
b'Alinea',US,Chicago,6,17,0,18,30
b'All-Purpose Pizzeria',US,Washington,0,11,30,14,30
b'All-Purpose Pizzeria',US,Washington,0,17,30,22,0
b'All-Purpose Pizzeria',US,Washington,1,11,30,14,30
b'All-Purpose Pizzeria',US,Washington,1,17,30,22,0
